Product_Name,Brand,Rating,Monthly_Sales,Price_SAR,Old_Price_SAR,Offer,Shipping,Competition_Count,Category_Main,Category_Sub,Market_Competition,Brand_Class,Is_Rated,Has_Sales,Discount,Weight_Est,Shipping_Cost,Referral_Fee_Rate,Referral_Fee_Value,Price_After_Discount,Price_Drop,Final_Cost,Net_Revenue,Is_Profitable,Competition_Level,Market_Competition_Level,Supplier_Count,Avg_Supplier_Score,Avg_Entry_Cost,Avg_Price_Range,Supply_Index,Cost_Index,Category_Level,Attractiveness,Demand_Index
4000E Omniforce Edge Cordless Wet & Dry Vacuum Cleaner + Wood Floor Formula,bissell,,0.0,1599.0,1610.76,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,premium,0,1,0.0,3.5,31.0,14.0,223.86,1599.0,11.759999999999991,1630.0,1375.1399999999999,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
25L Dry Vacuum Cleaner NL-VC-1107,generic,3.9,24.0,252.0,252.0,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,generic,1,1,0.0,3.5,31.0,14.0,35.28,252.0,0.0,283.0,216.72,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
L10s Ultra Robot Vacuum Cleaner (Second Listing),dreame,4.1,1100.0,2099.0,3299.0,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,premium,1,1,0.0,3.5,31.0,14.0,293.86,2099.0,1200.0,2130.0,1805.1399999999999,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
EUREKA 1800W Vacuum Cleaner (Second Listing),eureka,4.3,27700.0,239.0,399.0,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,generic,1,1,0.0,3.5,31.0,14.0,33.46,239.0,160.0,270.0,205.54,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
COMFEE GX5 Wet Dry Vacuum Cleaner & Mop,eureka,3.8,256.0,798.0,798.0,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,generic,1,1,0.0,3.5,31.0,14.0,111.72000000000001,798.0,0.0,829.0,686.28,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Qrevo Curv 2 Pro Robot Vacuum Cleaner (Second Listing),roborock,4.3,670.0,4499.0,4499.0,0.2,Free,2,Kitchen & Appliances,Vacuum Cleaners,30000,premium,1,1,0.0,3.5,31.0,14.0,629.86,4499.0,0.0,4530.0,3869.14,1,low,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Qrevo C Pro Robot Vacuum Cleaner (Second Listing),roborock,4.4,138.0,2299.0,2499.0,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,premium,1,1,0.0,3.5,31.0,14.0,321.86,2299.0,200.0,2330.0,1977.1399999999999,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
A40 Cordless Vacuum Cleaner (Second Listing),sincher,4.5,38.0,349.99,349.99,319.99 coupon,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,generic,1,1,0.0,3.5,31.0,14.0,48.9986,349.99,0.0,380.99,300.9914,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
D10 Plus Gen 2 Robot Vacuum Cleaner (Second Listing),dreame,4.2,1700.0,1029.0,2167.0,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,premium,1,1,0.0,3.5,31.0,14.0,144.06,1029.0,1138.0,1060.0,884.94,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
Cordless Vacuum Cleaner 50 mins 40KPA (Ivormentico),ivormentico,4.8,33.0,399.99,399.99,Buy 300 Save 30%,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,generic,1,1,0.3,3.5,31.0,14.0,55.9986,279.993,0.0,310.993,223.99439999999998,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
PowerPro Compact Bagless Vacuum Cleaner (Second Listing),philips,4.5,1700.0,369.0,591.0,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,premium,1,1,0.0,3.5,31.0,14.0,51.660000000000004,369.0,222.0,400.0,317.34,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
E2A Upright Vacuum Cleaner (Second Listing),eureka,4.4,16000.0,289.0,359.0,0.2,Free,0,Kitchen & Appliances,Vacuum Cleaners,30000,generic,1,1,0.0,3.5,31.0,14.0,40.46,289.0,70.0,320.0,248.54,1,no competition,high,0.6200000000000001,0.6493559846299144,0.256952130176747,0.008553923689440579,0.7189459700610537,0.743047869823253,Highly Attractive,0.6084956007096382,0.42474362186086545
King Recliner Classic Velvet – Grey,back comfort,,0.0,1209.0,1209.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,169.26000000000002,1209.0,0.0,1256.5,1039.74,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Crown Seat Recliner Classic Velvet – Black,back comfort,5.0,0.0,1159.0,1159.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,162.26000000000002,1159.0,0.0,1206.5,996.74,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
BlissChair Recliner Classic Velvet – Dark Grey,back comfort,,0.0,1509.0,1509.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,211.26000000000002,1509.0,0.0,1556.5,1297.74,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Comfy Classic Recliner – Dark Turquoise,comfy,,0.0,1319.0,1319.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,184.66000000000003,1319.0,0.0,1366.5,1134.34,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner NZ70 – Dark Ivory,in house,3.4,0.0,543.88,1299.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,76.14320000000001,543.88,755.12,591.38,467.7368,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner NZ70 – Black,in house,3.4,100.0,699.0,1700.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,97.86000000000001,699.0,1001.0,746.5,601.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner NZ70 – Dark Gray,in house,3.4,50.0,599.0,739.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,83.86000000000001,599.0,140.0,646.5,515.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Manual Recliner – Light Grey,micasa,4.7,0.0,995.0,995.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.3,995.0,0.0,1042.5,855.7,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner NZ70 – Light Beige,in house,3.6,0.0,699.0,699.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,97.86000000000001,699.0,0.0,746.5,601.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Nzone Velvet Recliner – Beige,nzone,3.9,0.0,749.0,749.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,104.86000000000001,749.0,0.0,796.5,644.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Micasa Swivel Recliner – Black,micasa,5.0,0.0,994.0,1695.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.16000000000003,994.0,701.0,1041.5,854.8399999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Cinematic Recliner Panda – Ivory Beige,in house,3.3,0.0,719.1,719.1,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,100.674,719.1,0.0,766.6,618.426,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner NZ70 – Dark Blue,in house,3.6,0.0,731.0,731.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,102.34,731.0,0.0,778.5,628.66,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner NZ70 – Burgundy,in house,3.6,0.0,675.0,675.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,94.50000000000001,675.0,0.0,722.5,580.5,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Cinematic Recliner Tyson – Dark Brown,in house,4.0,0.0,606.6,679.05,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,84.924,606.6,72.44999999999993,654.1,521.676,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Recliner With Bed Mode NZ50 – Dark Gray,in house,3.4,0.0,1199.0,1199.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,167.86,1199.0,0.0,1246.5,1031.1399999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Swivel Rocking Recliner – Gray,nzone,3.0,0.0,850.7,999.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,119.09800000000001,850.7,148.29999999999995,898.2,731.6020000000001,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Cinematic Recliner NZ200 – Dark Grey,in house,5.0,0.0,1110.45,1110.45,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,155.46300000000002,1110.45,0.0,1157.95,954.9870000000001,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Shannell Kids Recliner – Grey,baby shark,,0.0,449.0,449.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,62.86000000000001,449.0,0.0,496.5,386.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
King Recliner Classic – Black,back comfort,,0.0,1209.0,1209.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,169.26000000000002,1209.0,0.0,1256.5,1039.74,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Manual Recliner – Dark Grey,micasa,5.0,0.0,995.0,995.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.3,995.0,0.0,1042.5,855.7,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner – Burgundy,chillseat,,0.0,1199.0,1199.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,167.86,1199.0,0.0,1246.5,1031.1399999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Prime Comfort Classic Recliner – Burgundy,back comfort,,0.0,1579.0,1579.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,221.06000000000003,1579.0,0.0,1626.5,1357.94,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Bloom Rest Classic Recliner – Light Beige,back comfort,,0.0,1359.0,1359.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,190.26000000000002,1359.0,0.0,1406.5,1168.74,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Calma Classic Recliner – Grey,back comfort,,0.0,1129.0,1129.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,158.06,1129.0,0.0,1176.5,970.94,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
American Polo Recliner – Light Beige,in house american polo,4.4,0.0,999.0,999.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.86,999.0,0.0,1046.5,859.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Bonzy Home Recliner – Navy,bonzy home,4.2,0.0,999.0,999.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.86,999.0,0.0,1046.5,859.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Cinematic Recliner NZ50 PLUS – Black,in house,2.3,0.0,1316.65,1316.65,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,184.33100000000002,1316.65,0.0,1364.15,1132.319,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Crown Seat Recliner – Black,back comfort,5.0,0.0,1159.0,1159.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,162.26000000000002,1159.0,0.0,1206.5,996.74,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Nuvia Classic Recliner – Dark Ivory,back comfort,,0.0,995.53,995.53,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,139.3742,995.53,0.0,1043.03,856.1558,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Manual Recliner – Light Brown,micasa,4.3,0.0,995.0,995.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.3,995.0,0.0,1042.5,855.7,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Relaxing Recliner Bed Mode – Black – AB02,regal in house,3.6,0.0,806.55,849.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,112.917,806.55,42.450000000000045,854.05,693.6329999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Cinematic Recliner Tyson PLUS – Dark Brown,in house,2.4,0.0,806.55,806.55,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,112.917,806.55,0.0,854.05,693.6329999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Fixed Cinema Recliner – Burgundy,fluffy,3.3,0.0,690.94,690.94,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,96.73160000000001,690.94,0.0,738.44,594.2084,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Relaxing Recliner Bed Mode – Black – AB07,regal in house,3.8,0.0,755.65,755.65,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,105.79100000000001,755.65,0.0,803.15,649.8589999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Lazy Troy Recliner – Gray – AB02,in house,2.9,0.0,888.0,888.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,124.32000000000001,888.0,0.0,935.5,763.68,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner – Black,chillseat,,0.0,1199.0,1199.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,167.86,1199.0,0.0,1246.5,1031.1399999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
American Polo Recliner Bed Mode – Dark Gray,in house american polo,2.6,0.0,854.05,899.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,119.56700000000001,854.05,44.950000000000045,901.55,734.483,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Comfy Recliner – Brown,comfy,,0.0,1319.0,1319.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,184.66000000000003,1319.0,0.0,1366.5,1134.34,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Electric Recliner Chair – Brown Leather,generic,5.0,0.0,1599.0,1599.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,223.86,1599.0,0.0,1646.5,1375.1399999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Classic Recliner – Black – Stanford,in house,3.0,0.0,997.0,997.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.58,997.0,0.0,1044.5,857.42,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Sahaba Fabric Recliner – Beige,sahaba,,0.0,749.0,749.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,104.86000000000001,749.0,0.0,796.5,644.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Glider Manual Recliner – Stone Grey,micasa,2.5,0.0,1046.25,1395.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,146.47500000000002,1046.25,348.75,1093.75,899.775,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Double Recliner Bed Mode – Dark Gray – Nice02,in house,3.8,0.0,899.0,899.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,125.86000000000001,899.0,0.0,946.5,773.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
VICTONE Power Lift Recliner – Black,victone,4.3,0.0,2486.38,2486.38,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,348.0932,2486.38,0.0,2533.88,2138.2868,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Glider & Swivel Recliner – Beige,micasa,,0.0,1295.0,1295.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,181.3,1295.0,0.0,1342.5,1113.7,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Premium Fixed Recliner – Brown,back comfort,,0.0,858.36,858.36,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,120.17040000000001,858.36,0.0,905.86,738.1896,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Nzone Swivel Recliner – Brown,nzone,1.0,0.0,999.0,999.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.86,999.0,0.0,1046.5,859.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Bouclé Cinematic Recliner NZ60 – Ivory,in house,,0.0,1044.05,1044.05,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,146.167,1044.05,0.0,1091.55,897.8829999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Penhaligon’s Recliner Bed Mode – Dark Brown,in house penhaligon's,3.4,0.0,999.0,999.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,139.86,999.0,0.0,1046.5,859.14,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
American Polo Double Recliner – Dark Grey,american polo,3.0,0.0,1646.1,1999.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,1,1,0.0,20.0,47.5,14.0,230.454,1646.1,352.9000000000001,1693.6,1415.646,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Modern Swivel Glider Recliner – Caramel Brown,generic,,0.0,1399.0,1399.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,195.86,1399.0,0.0,1446.5,1203.1399999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Homeros Rocking Recliner – Dark Grey,back comfort,,0.0,2159.0,2159.0,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,302.26000000000005,2159.0,0.0,2206.5,1856.74,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
Royal Seat Linen Recliner – Light Beige,back comfort,,0.0,1102.85,1361.99,0.2,Free,0,"Home, Furniture & Tools",Living Room Furniture Chairs,40000,generic,0,1,0.0,20.0,47.5,14.0,154.399,1102.85,259.1400000000001,1150.35,948.4509999999999,1,no competition,high,1.0,0.6959870159549064,0.7999776056701049,0.30849749569479273,0.47670202554197255,0.2000223943298951,Moderate,0.2718583740148864,0.17210262013331515
